gene_callers_id	source	accession	function	e_value
5311	COG20_FUNCTION	COG1024	Enoyl-CoA hydratase/carnithine racemase (CaiD) (PDB:1DCI)	7.9e-148
5311	COG20_CATEGORY	I	Lipid transport and metabolism	0
5311	COG20_PATHWAY	COG1024	Fatty acid biosynthesis	7.9e-148
5312	COG20_FUNCTION	COG2226	Ubiquinone/menaquinone biosynthesis C-methylase UbiE/MenG (UbiE) (PDB:4OBW)	2.4e-39
5312	COG20_CATEGORY	H	Coenzyme transport and metabolism	0
5312	COG20_PATHWAY	COG2226	Biotin biosynthesis	2.4e-39
5313	COG20_FUNCTION	COG0459	Chaperonin GroEL (HSP60 family) (GroEL) (PDB:1AON)	5.9e-127
5313	COG20_CATEGORY	O	Posttranslational modification, protein turnover, chaperones	0
5316	COG20_FUNCTION	COG0470	DNA polymerase III, delta prime subunit (HolB) (PDB:1A5T)	1.1e-38
5316	COG20_CATEGORY	L	Replication, recombination and repair	0
5321	COG20_FUNCTION	COG3046	Uncharacterized conserved protein related to deoxyribodipyrimidine photolyase (PDB:3ZXS)	6.5e-79
5321	COG20_CATEGORY	R	General function prediction only	0
5322	COG20_FUNCTION	COG0415	Deoxyribodipyrimidine photolyase (PhrB) (PDB:1TEZ)	5.4e-242
5322	COG20_CATEGORY	L	Replication, recombination and repair	0
5323	COG20_FUNCTION	COG0415	Deoxyribodipyrimidine photolyase (PhrB) (PDB:1TEZ)	2.3e-159
5323	COG20_CATEGORY	L	Replication, recombination and repair	0
5325	COG20_FUNCTION	COG0240	Glycerol-3-phosphate dehydrogenase (GpsA) (PDB:1EVY)	7.5e-81
5325	COG20_CATEGORY	C	Energy production and conversion	0
5325	COG20_PATHWAY	COG0240	Isoprenoid biosynthesis	7.5e-81
5326	COG20_FUNCTION	COG2350	YciI superfamily enzyme, includes 5-CHQ dehydrochlorinase, contains active-site pHis (YciI) (PDB:1MWQ) (PUBMED:15779043;23955343)	7e-18
5326	COG20_CATEGORY	Q!!!R	Secondary metabolites biosynthesis, transport and catabolism!!!General function prediction only	0
5327	COG20_FUNCTION	COG5508	Uncharacterized conserved protein, DUF1674 domain	4.8e-10
5327	COG20_CATEGORY	S	Function unknown	0
5328	COG20_FUNCTION	COG0144!!!COG0781	16S rRNA C967 or C1407 C5-methylase, RsmB/RsmF family (RsmB) (PDB:2FRX)!!!Transcription antitermination protein NusB (NusB) (PDB:1EY1) (PUBMED:21652641)	1.6e-88
5328	COG20_CATEGORY	J!!!K	Translation, ribosomal structure and biogenesis!!!Transcription	0
5328	COG20_PATHWAY	COG0144!!!COG0781	16S rRNA modification	1.6e-88
5329	COG20_FUNCTION	COG0036	Pentose-5-phosphate-3-epimerase (Rpe) (PDB:1H1Y)	7.3e-77
5329	COG20_CATEGORY	G	Carbohydrate transport and metabolism	0
5329	COG20_PATHWAY	COG0036	Pentose phosphate pathway	7.3e-77
5330	COG20_FUNCTION	COG0138	AICAR transformylase/IMP cyclohydrolase PurH (PurH) (PDB:1G8M)	3.2e-28
5330	COG20_CATEGORY	F	Nucleotide transport and metabolism	0
5330	COG20_PATHWAY	COG0138	Purine biosynthesis	3.2e-28
5331	COG20_FUNCTION	COG1960	Acyl-CoA dehydrogenase related to the alkylation response protein AidB (CaiA) (PDB:1BUC)	3.8e-105
5331	COG20_CATEGORY	I	Lipid transport and metabolism	0
5331	COG20_PATHWAY	COG1960	Fatty acid biosynthesis	3.8e-105
5334	COG20_FUNCTION	COG0348	Polyferredoxin NapH (NapH) (PUBMED:27322068)	9.8e-228
5334	COG20_CATEGORY	C	Energy production and conversion	0
5339	COG20_FUNCTION	COG0188	DNA gyrase/topoisomerase IV, subunit A (GyrA) (PDB:1SUU)	2.5e-33
5339	COG20_CATEGORY	L	Replication, recombination and repair	0
5340	COG20_FUNCTION	COG0389	Nucleotidyltransferase/DNA polymerase DinP involved in DNA repair (DinP) (PDB:4R8U) (PUBMED:16544291)	7.9e-174
5340	COG20_CATEGORY	L	Replication, recombination and repair	0
5341	COG20_FUNCTION	COG4728	Uncharacterized conserved protein, DUF1653 family (PDB:3BE3)	1.4e-31
5341	COG20_CATEGORY	S	Function unknown	0
5342	COG20_FUNCTION	COG0491	Glyoxylase or a related metal-dependent hydrolase, beta-lactamase superfamily II (GloB) (PDB:1QH3) (PUBMED:25670698)	7.5e-122
5342	COG20_CATEGORY	R	General function prediction only	0
5343	COG20_FUNCTION	COG3000	Sterol desaturase/sphingolipid hydroxylase, fatty acid hydroxylase superfamily (ERG3) (PDB:4ZR0)	7.2e-131
5343	COG20_CATEGORY	I	Lipid transport and metabolism	0
5345	COG20_FUNCTION	COG0288	Carbonic anhydrase (CynT) (PDB:1EKJ) (PUBMED:22081392)	2e-68
5345	COG20_CATEGORY	P	Inorganic ion transport and metabolism	0
5347	COG20_FUNCTION	COG2941	Demethoxyubiquinone hydroxylase, CLK1/Coq7/Cat5 family (ubiquinone biosynthesis) (Coq7)	1.6e-65
5347	COG20_CATEGORY	H	Coenzyme transport and metabolism	0
5347	COG20_PATHWAY	COG2941	Ubiquinone biosynthesis	1.6e-65
5348	COG20_FUNCTION	COG0557	Exoribonuclease R (VacB) (PDB:6H25)	9.4e-79
5348	COG20_CATEGORY	K	Transcription	0
5352	COG20_FUNCTION	COG5487	Uncharacterized membrane protein YtjA, UPF0391 family (YtjA)	8e-14
5352	COG20_CATEGORY	S	Function unknown	0
5353	COG20_FUNCTION	COG0724!!!COG3063	RNA recognition motif (RRM) domain (RRM) (PDB:1HL6)!!!Type IV pilus assembly protein PilF/PilW (PilF) (PDB:2VQ2) (PUBMED:16403447)	3.6e-52
5353	COG20_CATEGORY	J!!!N!!!W	Translation, ribosomal structure and biogenesis!!!Cell motility!!!Extracellular structures	0
5354	COG20_FUNCTION	COG1201	Lhr-like helicase (Lhr) (PDB:5V9X)	2.4e-27
5354	COG20_CATEGORY	L	Replication, recombination and repair	0
5355	COG20_FUNCTION	COG1843	Flagellar hook-capping protein FlgD (FlgD) (PDB:6IEF)	7.8e-103
5355	COG20_CATEGORY	N	Cell motility	0
5356	COG20_FUNCTION	COG1749	Flagellar hook protein FlgE (FlgE) (PDB:3A69)	1.3e-208
5356	COG20_CATEGORY	N	Cell motility	0
5357	COG20_FUNCTION	COG4787	Flagellar basal body rod protein FlgF (FlgF)	5.2e-124
5357	COG20_CATEGORY	N	Cell motility	0
5358	COG20_FUNCTION	COG4786	Flagellar basal body rod protein FlgG (FlgG) (PDB:6JZR)	3.6e-113
5358	COG20_CATEGORY	N	Cell motility	0
5360	COG20_FUNCTION	COG4942	Septal ring factor EnvC, activator of murein hydrolases AmiA and AmiB (EnvC)	3.2e-130
5360	COG20_CATEGORY	D	Cell cycle control, cell division, chromosome partitioning	0
5361	COG20_FUNCTION	COG0607	Rhodanese-related sulfurtransferase (PspE) (PDB:1TQ1)	3e-60
5361	COG20_CATEGORY	P	Inorganic ion transport and metabolism	0
5361	COG20_PATHWAY	COG0607	Urea cycle	3e-60
5362	COG20_FUNCTION	COG0695	Glutaredoxin (GrxC) (PDB:1AAZ)	3e-42
5362	COG20_CATEGORY	O	Posttranslational modification, protein turnover, chaperones	0
5363	COG20_FUNCTION	COG1952	Preprotein translocase subunit SecB (SecB) (PDB:1OZB)	2.7e-84
5363	COG20_CATEGORY	U	Intracellular trafficking, secretion, and vesicular transport	0
5364	COG20_FUNCTION	COG0240	Glycerol-3-phosphate dehydrogenase (GpsA) (PDB:1EVY)	2.5e-115
5364	COG20_CATEGORY	C	Energy production and conversion	0
5364	COG20_PATHWAY	COG0240	Isoprenoid biosynthesis	2.5e-115
5365	COG20_FUNCTION	COG1404	Serine protease, subtilisin family (AprE) (PDB:1SCJ)	8.8e-28
5365	COG20_CATEGORY	O	Posttranslational modification, protein turnover, chaperones	0
5366	COG20_FUNCTION	COG1435	Thymidine kinase (Tdk) (PDB:1W4R)	2.1e-29
5366	COG20_CATEGORY	F	Nucleotide transport and metabolism	0
5366	COG20_PATHWAY	COG1435	Pyrimidine salvage	2.1e-29
5368	COG20_FUNCTION	COG0462	Phosphoribosylpyrophosphate synthetase (PrsA) (PDB:1DKR)	4.1e-50
5368	COG20_CATEGORY	F	Nucleotide transport and metabolism	0
5368	COG20_PATHWAY	COG0462	Histidine biosynthesis, Purine biosynthesis	4.1e-50
5370	COG20_FUNCTION	COG0306	Phosphate/sulfate permease (PitA) (PUBMED:31358606)	6.5e-119
5370	COG20_CATEGORY	P	Inorganic ion transport and metabolism	0
5371	COG20_FUNCTION	COG3203	Outer membrane porin OmpC/OmpF/PhoE (OmpC) (PDB:1PHO)	1.3e-34
5371	COG20_CATEGORY	M	Cell wall/membrane/envelope biogenesis	0
5372	COG20_FUNCTION	COG4247	3-phytase (myo-inositol-hexaphosphate 3-phosphohydrolase) (Phy) (PDB:1CVM)	1.7e-18
5372	COG20_CATEGORY	I	Lipid transport and metabolism	0
5373	COG20_FUNCTION	COG0376	Catalase (peroxidase I) (KatG) (PDB:5SX1) (PUBMED:31337720)	0
5373	COG20_CATEGORY	P	Inorganic ion transport and metabolism	0
5375	COG20_FUNCTION	COG0045	Succinyl-CoA synthetase, beta subunit (SucC) (PDB:1SCU)	4.1e-139
5375	COG20_CATEGORY	C	Energy production and conversion	0
5375	COG20_PATHWAY	COG0045	TCA cycle	4.1e-139
5376	COG20_FUNCTION	COG0074	Succinyl-CoA synthetase, alpha subunit (SucD) (PDB:1CQI)	6.8e-123
5376	COG20_CATEGORY	C	Energy production and conversion	0
5376	COG20_PATHWAY	COG0074	TCA cycle	6.8e-123
5377	COG20_FUNCTION	COG1249	Dihydrolipoamide dehydrogenase (E3) component of pyruvate/2-oxoglutarate dehydrogenase complex or glutathione oxidoreductase (Lpd) (PDB:6QKG)	5.3e-162
5377	COG20_CATEGORY	C	Energy production and conversion	0
5377	COG20_PATHWAY	COG1249	Glycine cleavagePyruvate oxidation	5.3e-162
5378	COG20_FUNCTION	COG0306	Phosphate/sulfate permease (PitA) (PUBMED:31358606)	1.3e-273
5378	COG20_CATEGORY	P	Inorganic ion transport and metabolism	0
5379	COG20_FUNCTION	COG0209	Ribonucleotide reductase alpha subunit (NrdA) (PDB:1R1R)	3.8e-210
5379	COG20_CATEGORY	F	Nucleotide transport and metabolism	0
5379	COG20_PATHWAY	COG0209	Pyrimidine salvage	3.8e-210
5380	COG20_FUNCTION	COG1391	Glutamine synthetase adenylyltransferase (GlnE1) (PDB:1V4A)	1.5e-274
5380	COG20_CATEGORY	O	Posttranslational modification, protein turnover, chaperones	0
5382	COG20_FUNCTION	COG1560	Palmitoleoyl-ACP: Kdo2-lipid-IV acyltransferase (lipid A biosynthesis) (LpxP) (PDB:5F2T) (PUBMED:11830595)	1e-107
5382	COG20_CATEGORY	I	Lipid transport and metabolism	0
5382	COG20_PATHWAY	COG1560	Lipid A biosynthesis	1e-107
5383	COG20_FUNCTION	COG1609	DNA-binding transcriptional regulator, LacI/PurR family (PurR) (PDB:1BDH)	3.2e-138
5383	COG20_CATEGORY	K	Transcription	0
5384	COG20_FUNCTION	COG2017	Galactose mutarotase or related enzyme (GalM) (PDB:1LUR)	5.8e-118
5384	COG20_CATEGORY	G	Carbohydrate transport and metabolism	0
5385	COG20_FUNCTION	COG1085	Galactose-1-phosphate uridylyltransferase (GalT) (PDB:1GUP)	1.5e-185
5385	COG20_CATEGORY	G	Carbohydrate transport and metabolism	0
5386	COG20_FUNCTION	COG0232	dGTP triphosphohydrolase (Dgt) (PDB:6OI7)	5.9e-183
5386	COG20_CATEGORY	F	Nucleotide transport and metabolism	0
5387	COG20_FUNCTION	COG1714	Uncharacterized membrane protein YckC, RDD family (YckC)	2.4e-42
5387	COG20_CATEGORY	S	Function unknown	0
5389	COG20_FUNCTION	COG2041	Molybdopterin-dependent catalytic subunit of periplasmic DMSO/TMAO and protein-methionine-sulfoxide reductases (MsrP) (PDB:1OGP) (PUBMED:26641313;32750406)	1.3e-114
5389	COG20_CATEGORY	C	Energy production and conversion	0
5390	COG20_FUNCTION	COG0665!!!COG4121	Glycine/D-amino acid oxidase (deaminating) (DadA) (PDB:3AWI)!!!tRNA U34 5-methylaminomethyl-2-thiouridine-forming methyltransferase MnmC (MnmC) (PDB:3AWI)	3.5e-36
5390	COG20_CATEGORY	E!!!J	Amino acid transport and metabolism!!!Translation, ribosomal structure and biogenesis	0
5390	COG20_PATHWAY	COG0665!!!COG4121	tRNA modification	3.5e-36
5392	COG20_FUNCTION	COG1026	Zn-dependent peptidase, M16 (insulinase) family (Cym1) (PDB:2FGE)	6.6e-141
5392	COG20_CATEGORY	O	Posttranslational modification, protein turnover, chaperones	0
5393	COG20_FUNCTION	COG1972	Nucleoside permease NupC (NupC) (PDB:3TIJ)	8.7e-189
5393	COG20_CATEGORY	F	Nucleotide transport and metabolism	0
5394	COG20_FUNCTION	COG1259	Bifunctional DNase/RNase (PDB:1SJ5) (PUBMED:20018603)	1.5e-79
5394	COG20_CATEGORY	R	General function prediction only	0
5395	COG20_FUNCTION	COG2025	Electron transfer flavoprotein, alpha subunit FixB (FixB) (PDB:1EFP)	3.7e-130
5395	COG20_CATEGORY	C	Energy production and conversion	0
5396	COG20_FUNCTION	COG2086	Electron transfer flavoprotein, alpha and beta subunits (FixA) (PDB:5OL2)	4.9e-21
5396	COG20_CATEGORY	C	Energy production and conversion	0
5401	COG20_FUNCTION	COG0532	Translation initiation factor IF-2, a GTPase (InfB) (PDB:5ME0)	7.3e-41
5401	COG20_CATEGORY	J	Translation, ribosomal structure and biogenesis	0
5401	COG20_PATHWAY	COG0532	Translation factors	7.3e-41
5402	COG20_FUNCTION	COG0195	Transcription antitermination factor NusA, contains S1 and KH domains (NusA) (PDB:1HH2)	1.8e-261
5402	COG20_CATEGORY	K	Transcription	0
5403	COG20_FUNCTION	COG0779	Ribosome maturation factor RimP (RimP) (PDB:1IB8)	2.9e-77
5403	COG20_CATEGORY	J	Translation, ribosomal structure and biogenesis	0
5404	COG20_FUNCTION	COG3437	Response regulator c-di-GMP phosphodiesterase, RpfG family, contains REC and HD-GYP domains (RpfG)	3.9e-72
5404	COG20_CATEGORY	T	Signal transduction mechanisms	0
5405	COG20_FUNCTION	COG0164	Ribonuclease HII (RnhB) (PDB:1EKE)	2.1e-19
5405	COG20_CATEGORY	L	Replication, recombination and repair	0
5406	COG20_FUNCTION	COG0151	Phosphoribosylamine-glycine ligase (PurD) (PDB:1GSO)	9.1e-185
5406	COG20_CATEGORY	F	Nucleotide transport and metabolism	0
5406	COG20_PATHWAY	COG0151	Purine biosynthesis	9.1e-185
5407	COG20_FUNCTION	COG0130	tRNA U55 pseudouridine synthase TruB, may also work on U342 of tmRNA (TruB) (PDB:1K8W)	5.6e-112
5407	COG20_CATEGORY	J	Translation, ribosomal structure and biogenesis	0
5407	COG20_PATHWAY	COG0130	tRNA modification	5.6e-112
5408	COG20_FUNCTION	COG0858	Ribosome-binding factor RbfA (RbfA) (PDB:1JOS)	4.3e-41
5408	COG20_CATEGORY	J	Translation, ribosomal structure and biogenesis	0
5409	COG20_FUNCTION	COG0532	Translation initiation factor IF-2, a GTPase (InfB) (PDB:5ME0)	6.5e-74
5409	COG20_CATEGORY	J	Translation, ribosomal structure and biogenesis	0
5409	COG20_PATHWAY	COG0532	Translation factors	6.5e-74
5410	COG20_FUNCTION	COG0511!!!COG5016	Biotin carboxyl carrier protein (AccB) (PDB:1A6X)!!!Pyruvate/oxaloacetate carboxyltransferase (OadA1) (PDB:2NX9) (PUBMED:18681940)	2.4e-117
5410	COG20_CATEGORY	I!!!C	Lipid transport and metabolism!!!Energy production and conversion	0
5410	COG20_PATHWAY	COG0511!!!COG5016	Fatty acid biosynthesis!!!Urea cycle	2.4e-117
5412	COG20_FUNCTION	COG0584	Glycerophosphoryl diester phosphodiesterase (UgpQ) (PDB:1O1Z)	1.1e-41
5412	COG20_CATEGORY	I	Lipid transport and metabolism	0
5413	COG20_FUNCTION	COG2226	Ubiquinone/menaquinone biosynthesis C-methylase UbiE/MenG (UbiE) (PDB:4OBW)	3.3e-44
5413	COG20_CATEGORY	H	Coenzyme transport and metabolism	0
5413	COG20_PATHWAY	COG2226	Biotin biosynthesis	3.3e-44
5415	COG20_FUNCTION	COG1024	Enoyl-CoA hydratase/carnithine racemase (CaiD) (PDB:1DCI)	7e-13
5415	COG20_CATEGORY	I	Lipid transport and metabolism	0
5415	COG20_PATHWAY	COG1024	Fatty acid biosynthesis	7e-13
5416	COG20_FUNCTION	COG4638	Phenylpropionate dioxygenase or related ring-hydroxylating dioxygenase, large terminal subunit (HcaE) (PDB:4QDC)	1.3e-157
5416	COG20_CATEGORY	P!!!R	Inorganic ion transport and metabolism!!!General function prediction only	0
5417	COG20_FUNCTION	COG4319	Ketosteroid isomerase homolog YybH (YybH) (PDB:2GXF)	2.1e-10
5417	COG20_CATEGORY	R	General function prediction only	0
5418	COG20_FUNCTION	COG2211	Na+/melibiose symporter or related transporter (MelB) (PDB:4M64)	3.3e-44
5418	COG20_CATEGORY	G	Carbohydrate transport and metabolism	0
5419	COG20_FUNCTION	COG0789	DNA-binding transcriptional regulator, MerR family (SoxR) (PDB:2VZ4)	1.7e-62
5419	COG20_CATEGORY	K	Transcription	0
5420	COG20_FUNCTION	COG2608	Copper chaperone CopZ (CopZ) (PDB:1AFI)	1e-40
5420	COG20_CATEGORY	P	Inorganic ion transport and metabolism	0
5421	COG20_FUNCTION	COG3415	CRISPR-associated protein Csa3, CARF domain (Csa3) (PDB:2WTE) (PUBMED:21093452)	6.6e-41
5421	COG20_CATEGORY	V	Defense mechanisms	0
5421	COG20_PATHWAY	COG3415	CRISPR-Cas system	6.6e-41
5423	COG20_FUNCTION	COG0697	Permease of the drug/metabolite transporter (DMT) superfamily (RhaT) (PDB:5I20)	5.7e-109
5423	COG20_CATEGORY	G!!!E!!!R	Carbohydrate transport and metabolism!!!Amino acid transport and metabolism!!!General function prediction only	0
5424	COG20_FUNCTION	COG1280	Threonine/homoserine/homoserine lactone efflux protein (RhtB)	1.1e-82
5424	COG20_CATEGORY	E	Amino acid transport and metabolism	0
5425	COG20_FUNCTION	COG0825	Acetyl-CoA carboxylase alpha subunit (AccA) (PDB:2F9I)	3.4e-168
5425	COG20_CATEGORY	I	Lipid transport and metabolism	0
5425	COG20_PATHWAY	COG0825	Fatty acid biosynthesis	3.4e-168
5426	COG20_FUNCTION	COG0037	tRNA(Ile)-lysidine synthase TilS/MesJ (TilS) (PDB:1NI5) (PUBMED:21435031)	3.7e-58
5426	COG20_CATEGORY	J	Translation, ribosomal structure and biogenesis	0
5426	COG20_PATHWAY	COG0037	tRNA modification	3.7e-58
5427	COG20_FUNCTION	COG2733	Uncharacterized membrane-anchored protein YjiN, DUF445 family (YjiN)	5.8e-34
5427	COG20_CATEGORY	S	Function unknown	0
5429	COG20_FUNCTION	COG2913	Outer membrane protein assembly factor BamE, lipoprotein component of the BamABCDE complex (BamE) (PDB:2KM7)	5.3e-58
5429	COG20_CATEGORY	M	Cell wall/membrane/envelope biogenesis	0
5430	COG20_FUNCTION	COG0497	DNA repair ATPase RecN (RecN) (PDB:4AD8)	6.7e-219
5430	COG20_CATEGORY	L	Replication, recombination and repair	0
5431	COG20_FUNCTION	COG0580	Glycerol uptake facilitator or related aquaporin (Major Intrinsic protein Family) (GlpF) (PDB:1FQY)	3.5e-89
5431	COG20_CATEGORY	G	Carbohydrate transport and metabolism	0
5432	COG20_FUNCTION	COG1207	Bifunctional protein GlmU, N-acetylglucosamine-1-phosphate-uridyltransferase/glucosamine-1-phosphate-acetyltransferase (GlmU) (PDB:3FWW)	4.2e-151
5432	COG20_CATEGORY	M	Cell wall/membrane/envelope biogenesis	0
5433	COG20_FUNCTION	COG2814	Predicted arabinose efflux permease AraJ, MFS family (AraJ) (PDB:4LDS)	4.8e-67
5433	COG20_CATEGORY	G	Carbohydrate transport and metabolism	0
5434	COG20_FUNCTION	COG0041	Phosphoribosylcarboxyaminoimidazole (NCAIR) mutase (PurE) (PDB:1D7A)	4e-40
5434	COG20_CATEGORY	F	Nucleotide transport and metabolism	0
5434	COG20_PATHWAY	COG0041	Purine biosynthesis	4e-40
5435	COG20_FUNCTION	COG0242	Peptide deformylase (Def) (PDB:1BS4)	7.6e-47
5435	COG20_CATEGORY	J	Translation, ribosomal structure and biogenesis	0
5436	COG20_FUNCTION	COG0223	Methionyl-tRNA formyltransferase (Fmt) (PDB:1FMT)	1.2e-42
5436	COG20_CATEGORY	J	Translation, ribosomal structure and biogenesis	0
5437	COG20_FUNCTION	COG0569	Trk/Ktr K+ transport system regulatory component TrkA/KtrA/KtrC, RCK domain (TrkA) (PDB:4XTT) (PUBMED:23815639;25957408;31868587;32095817)	5.4e-81
5437	COG20_CATEGORY	P!!!T	Inorganic ion transport and metabolism!!!Signal transduction mechanisms	0
5438	COG20_FUNCTION	COG5598	Trimethylamine:corrinoid methyltransferase (MttB2)	2.1e-23
5438	COG20_CATEGORY	H	Coenzyme transport and metabolism	0
5439	COG20_FUNCTION	COG3894	Uncharacterized 2Fe-2S and 4Fe-4S clusters-containing protein, contains DUF4445 domain (PDB:4C1N)	0
5439	COG20_CATEGORY	S	Function unknown	0
5440	COG20_FUNCTION	COG3791	Uncharacterized conserved protein (PDB:1X6M)	7.4e-56
5440	COG20_CATEGORY	S	Function unknown	0
5441	COG20_FUNCTION	COG1410	Methionine synthase I, cobalamin-binding domain (MetH2) (PDB:4DJD)	3e-72
5441	COG20_CATEGORY	E	Amino acid transport and metabolism	0
5441	COG20_PATHWAY	COG1410	Methionine biosynthesis	3e-72
5442	COG20_FUNCTION	COG2199	GGDEF domain, diguanylate cyclase (c-di-GMP synthetase) or its enzymatically inactive variants (GGDEF) (PDB:6D9M)	3.4e-63
5442	COG20_CATEGORY	T	Signal transduction mechanisms	0
5443	COG20_FUNCTION	COG0845	Multidrug efflux pump subunit AcrA (membrane-fusion protein) (AcrA) (PDB:1T5E)	1.1e-125
5443	COG20_CATEGORY	M!!!V	Cell wall/membrane/envelope biogenesis!!!Defense mechanisms	0
5444	COG20_FUNCTION	COG0841	Multidrug efflux pump subunit AcrB (AcrB) (PDB:1IWG)	1.6e-161
5444	COG20_CATEGORY	V	Defense mechanisms	0
5445	COG20_FUNCTION	COG0583	DNA-binding transcriptional regulator, LysR family (LysR) (PDB:2FYI)	1.7e-140
5445	COG20_CATEGORY	K	Transcription	0
5446	COG20_FUNCTION	COG2259	Uncharacterized membrane protein YphA, DoxX/SURF4 family (DoxX)	4.4e-60
5446	COG20_CATEGORY	S	Function unknown	0
5447	COG20_FUNCTION	COG3384	Aromatic ring-opening dioxygenase, catalytic subunit, LigB family (LigB) (PDB:2PW6) (PUBMED:23258706)	1.1e-90
5447	COG20_CATEGORY	Q	Secondary metabolites biosynthesis, transport and catabolism	0
5448	COG20_FUNCTION	COG1228	Imidazolonepropionase or related amidohydrolase (HutI) (PDB:3OOQ)	2.2e-09
5448	COG20_CATEGORY	Q	Secondary metabolites biosynthesis, transport and catabolism	0
5449	COG20_FUNCTION	COG1228	Imidazolonepropionase or related amidohydrolase (HutI) (PDB:3OOQ)	1.5e-51
5449	COG20_CATEGORY	Q	Secondary metabolites biosynthesis, transport and catabolism	0
5450	COG20_FUNCTION	COG0225	Peptide methionine sulfoxide reductase MsrA (MsrA) (PDB:1FF3)	3.7e-66
5450	COG20_CATEGORY	O	Posttranslational modification, protein turnover, chaperones	0
5451	COG20_FUNCTION	COG0340	Biotin-(acetyl-CoA carboxylase) ligase (BirA2) (PDB:1BIA) (PUBMED:32188788)	8.9e-19
5451	COG20_CATEGORY	H	Coenzyme transport and metabolism	0
5451	COG20_PATHWAY	COG0340	Biotin biosynthesis	8.9e-19
5452	COG20_FUNCTION	COG3618	Predicted metal-dependent hydrolase, TIM-barrel fold	1.3e-34
5452	COG20_CATEGORY	R	General function prediction only	0
5453	COG20_FUNCTION	COG1028	NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family (FabG) (PDB:6L1H)	1.4e-69
5453	COG20_CATEGORY	I	Lipid transport and metabolism	0
5453	COG20_PATHWAY	COG1028	Fatty acid biosynthesis	1.4e-69
5454	COG20_FUNCTION	COG0673	Predicted dehydrogenase (MviM) (PDB:3UUW)	9.5e-97
5454	COG20_CATEGORY	R	General function prediction only	0
5455	COG20_FUNCTION	COG1082	Sugar phosphate isomerase/epimerase (YcjR) (PDB:3KTC) (PUBMED:30742415)	3.2e-59
5455	COG20_CATEGORY	G	Carbohydrate transport and metabolism	0
5456	COG20_FUNCTION	COG2017	Galactose mutarotase or related enzyme (GalM) (PDB:1LUR)	2.5e-64
5456	COG20_CATEGORY	G	Carbohydrate transport and metabolism	0
5457	COG20_FUNCTION	COG0604	NADPH:quinone reductase or related Zn-dependent oxidoreductase (Qor) (PDB:2VCY)	6.5e-160
